Customer_ID,Gender,Age,Tenure_Months,Contract_Type,Payment_Method,Customer_Segment,Monthly_Charges,Total_Charges,Churn
CUST0339,Female,19,57,Two Year,Electronic Check,Young,74.95,4122.05,No
CUST0340,Female,30,64,One Year,Electronic Check,Adult,149.43,10428.34,No
CUST0341,Male,57,28,Month-to-Month,Credit Card,Senior,21.36,636.79,No
CUST0342,Female,19,37,One Year,Credit Card,Young,136.36,5256.22,Yes
CUST0343,Male,37,47,Month-to-Month,Credit Card,Adult,39.39,1883.78,No
CUST0344,Female,18,37,One Year,Credit Card,Young,122.17,4810.12,No
CUST0345,Male,54,49,Two Year,Credit Card,Senior,100.33,4810.24,No
CUST0346,Male,26,44,One Year,Bank Transfer,Young,64.44,2805.62,No
CUST0347,Male,34,56,Two Year,Bank Transfer,Adult,133.6,7825.76,No
CUST0348,Female,26,28,Month-to-Month,Electronic Check,Young,21.68,589.77,No
CUST0349,Female,28,6,One Year,Electronic Check,Young,49.47,270.93,Yes
CUST0350,Male,32,61,Two Year,Bank Transfer,Adult,93.7,5229.1,No
CUST0351,Female,41,20,Month-to-Month,Credit Card,Adult,65.7,1212.92,No
CUST0352,Male,55,2,Two Year,Bank Transfer,Senior,99.35,213.39,Yes
CUST0353,Male,52,37,Month-to-Month,Electronic Check,Senior,23.13,851.06,No
CUST0354,Female,47,20,One Year,Credit Card,Adult,35.14,732.72,Yes
CUST0355,Female,48,26,Two Year,Electronic Check,Adult,36.52,929.18,Yes
CUST0356,Male,66,29,One Year,Electronic Check,Senior,44.61,1231.26,No
CUST0357,Female,22,1,Month-to-Month,Bank Transfer,Young,79.71,77.27,No
CUST0358,Female,61,35,One Year,Credit Card,Senior,117.78,4364.84,No
CUST0359,Male,67,70,Month-to-Month,Bank Transfer,Senior,137.72,9881.83,No
CUST0360,Male,31,59,Two Year,UPI,Adult,128.6,8251.51,Yes
CUST0361,Female,70,69,Month-to-Month,Credit Card,Senior,45.6,3259.48,No
CUST0362,Male,28,33,Month-to-Month,Bank Transfer,Young,77.35,2588.38,No
CUST0363,Male,26,51,One Year,Electronic Check,Young,45.92,2393.53,No
CUST0364,Female,51,12,Month-to-Month,Credit Card,Senior,54.38,710.29,No
CUST0365,Male,29,20,One Year,Bank Transfer,Young,85.46,1807.72,No
CUST0366,Male,52,53,One Year,Credit Card,Senior,28.85,1383.5,No
CUST0367,Female,52,43,Two Year,Credit Card,Senior,48.36,2093.68,No
CUST0368,Female,18,50,One Year,Electronic Check,Young,141.6,7346.69,No
CUST0369,Male,57,29,Month-to-Month,Credit Card,Senior,80.6,2453.66,No
CUST0370,Male,39,57,Month-to-Month,UPI,Adult,77.9,4185.55,Yes
CUST0371,Female,46,39,Month-to-Month,UPI,Adult,21.89,916.4,Yes
CUST0372,Female,25,56,Month-to-Month,Bank Transfer,Young,52.16,3187.26,Yes
CUST0373,Female,28,43,Month-to-Month,Bank Transfer,Young,132.62,5402.38,No
CUST0374,Female,58,50,One Year,Credit Card,Senior,41.4,2228.4,No
CUST0375,Male,54,23,One Year,Credit Card,Senior,73.97,1564.18,No
CUST0376,Female,31,44,Month-to-Month,Electronic Check,Adult,21.86,876.37,No
CUST0377,Female,47,38,Two Year,Credit Card,Adult,82.18,2891.27,No
CUST0378,Male,52,23,Two Year,Credit Card,Senior,22.73,476.55,No
CUST0379,Female,38,45,Two Year,UPI,Adult,126.55,6087.7,No
CUST0380,Male,54,52,One Year,Credit Card,Senior,127.23,6032.5,No
CUST0381,Female,22,50,Month-to-Month,Credit Card,Young,122.41,5840.99,No
CUST0382,Female,36,8,Month-to-Month,Credit Card,Adult,56.84,418.68,No
CUST0383,Female,31,1,Month-to-Month,Bank Transfer,Adult,128.84,123.57,No
CUST0384,Male,43,8,Month-to-Month,Bank Transfer,Adult,90.59,665.37,Yes
CUST0385,Male,21,29,Two Year,Electronic Check,Young,68.6,2056.25,No
CUST0386,Female,42,5,Two Year,Credit Card,Adult,101.29,469.31,No
CUST0387,Male,62,47,Month-to-Month,UPI,Senior,21.6,1086.64,No
CUST0388,Male,59,34,Month-to-Month,Credit Card,Senior,38.58,1394.93,Yes
CUST0389,Male,42,65,Two Year,Electronic Check,Adult,116.5,6835.94,No
CUST0390,Male,35,55,Month-to-Month,Bank Transfer,Adult,51.74,3070.92,No
CUST0391,Male,57,43,Month-to-Month,UPI,Senior,97.74,3806.87,Yes
CUST0392,Male,25,30,Two Year,Electronic Check,Young,70.06,1992.36,No
CUST0393,Female,56,17,Month-to-Month,Bank Transfer,Senior,131.12,2020.58,No
CUST0394,Female,57,26,Month-to-Month,UPI,Senior,143.81,3616.3,No
CUST0395,Male,31,8,Month-to-Month,Credit Card,Adult,134.86,1081.87,No
CUST0396,Female,49,47,Two Year,UPI,Adult,55.18,2747.33,No
CUST0397,Female,68,72,One Year,Bank Transfer,Senior,45.24,3151.73,No
CUST0398,Female,55,46,Month-to-Month,Bank Transfer,Senior,81.68,3911.7,Yes
CUST0399,Female,50,68,Month-to-Month,Bank Transfer,Senior,20.95,1335.56,Yes
CUST0400,Male,40,33,Month-to-Month,Electronic Check,Adult,23.36,809.52,Yes
CUST0401,Female,32,1,One Year,Electronic Check,Adult,91.93,87.08,No
CUST0402,Female,50,19,One Year,Credit Card,Senior,87.66,1546.8,No
CUST0403,Male,42,31,Month-to-Month,Electronic Check,Adult,149.3,4337.1,No
CUST0404,Male,34,14,Two Year,Credit Card,Adult,46.24,606.2,No
CUST0405,Female,50,53,Month-to-Month,UPI,Senior,53.55,2845.45,No
CUST0406,Female,64,48,Month-to-Month,UPI,Senior,34.76,1783.54,No
CUST0407,Female,19,69,Month-to-Month,Bank Transfer,Young,139.28,8802.29,Yes
CUST0408,Female,31,62,Month-to-Month,UPI,Adult,121.12,7820.27,No
CUST0409,Female,70,66,Month-to-Month,Bank Transfer,Senior,126.9,8633.94,No
CUST0410,Female,57,64,Month-to-Month,Credit Card,Senior,137.36,9446.01,No
CUST0411,Male,57,70,Month-to-Month,Electronic Check,Senior,88.24,5860.73,No
CUST0412,Female,68,63,One Year,Credit Card,Senior,78.66,4906.13,No
CUST0413,Female,56,33,Month-to-Month,Bank Transfer,Senior,62.95,2254.27,Yes
CUST0414,Male,68,41,One Year,Credit Card,Senior,96.6,4087.33,No
CUST0415,Male,23,48,Two Year,Bank Transfer,Young,79.06,3710.46,No
CUST0416,Male,23,13,Month-to-Month,Electronic Check,Young,78.7,947.68,No
CUST0417,Male,20,31,Month-to-Month,Bank Transfer,Young,141.8,4186.99,No
CUST0418,Female,24,68,Month-to-Month,UPI,Young,147.92,10221.94,No
CUST0419,Female,68,4,Month-to-Month,Bank Transfer,Senior,123.54,515.72,Yes
CUST0420,Female,25,19,Month-to-Month,UPI,Young,118.38,2080.27,No
CUST0421,Female,59,70,One Year,UPI,Senior,108.47,7744.15,No
CUST0422,Female,69,13,One Year,UPI,Senior,41.59,546.11,No
CUST0423,Female,32,23,Month-to-Month,UPI,Adult,27.68,638.42,No
CUST0424,Male,64,1,Two Year,UPI,Senior,109.79,113.96,No
CUST0425,Female,46,54,Month-to-Month,Bank Transfer,Adult,114.74,6614.12,No
CUST0426,Male,50,71,Two Year,Electronic Check,Senior,26.11,1788.18,Yes
CUST0427,Male,69,15,One Year,Credit Card,Senior,140.65,2273.89,No
CUST0428,Female,47,65,One Year,Credit Card,Adult,31.85,1929.74,No
CUST0429,Male,56,71,Month-to-Month,Electronic Check,Senior,57.17,3793.63,No
CUST0430,Female,44,15,Month-to-Month,Electronic Check,Adult,107.41,1536.0,Yes
CUST0431,Male,53,21,Two Year,UPI,Senior,42.08,816.44,No
CUST0432,Female,46,19,Month-to-Month,UPI,Adult,27.2,488.93,Yes
CUST0433,Male,55,60,Two Year,UPI,Senior,63.05,3485.21,Yes
CUST0434,Female,50,33,Month-to-Month,Credit Card,Senior,119.58,4200.08,Yes
CUST0435,Female,54,49,Month-to-Month,Electronic Check,Senior,73.78,3354.18,No
CUST0436,Female,44,35,Month-to-Month,Electronic Check,Adult,104.89,3852.72,No
CUST0437,Female,50,44,Month-to-Month,Electronic Check,Senior,95.35,3816.06,No
CUST0438,Female,21,11,Two Year,Electronic Check,Young,22.89,274.38,No
CUST0439,Male,39,72,Month-to-Month,Electronic Check,Adult,148.51,11144.3,Yes
CUST0440,Male,19,66,Month-to-Month,UPI,Young,25.39,1510.44,No
CUST0441,Male,27,46,Month-to-Month,Bank Transfer,Young,145.81,7061.21,Yes
CUST0442,Female,22,9,Month-to-Month,Electronic Check,Young,91.48,825.64,Yes
CUST0443,Male,27,3,Month-to-Month,Electronic Check,Young,145.21,459.97,No
CUST0444,Female,50,26,Month-to-Month,Credit Card,Senior,34.92,912.01,Yes
CUST0445,Female,55,72,Two Year,Electronic Check,Senior,,6200.08,No
CUST0446,Male,30,48,Month-to-Month,UPI,Adult,42.04,2133.48,No
CUST0447,Male,48,66,Month-to-Month,Credit Card,Adult,26.63,1724.22,No
CUST0448,Female,64,70,Month-to-Month,Credit Card,Senior,100.28,6321.44,No
CUST0449,Male,53,28,Month-to-Month,Credit Card,Senior,47.01,1408.41,Yes
CUST0450,Female,62,26,Two Year,Electronic Check,Senior,96.4,2446.69,No
CUST0451,Female,41,25,Month-to-Month,Bank Transfer,Adult,34.61,864.57,No
CUST0452,Female,69,12,Month-to-Month,Bank Transfer,Senior,63.16,683.31,No
CUST0453,Female,32,5,One Year,Bank Transfer,Adult,121.61,607.09,Yes
CUST0454,Female,46,48,Month-to-Month,Electronic Check,Adult,76.82,4046.13,No
CUST0455,Male,25,37,Month-to-Month,,Young,101.61,3592.85,No
CUST0456,Male,22,44,Two Year,Credit Card,Young,104.17,4487.61,No
CUST0457,Female,46,15,One Year,UPI,Adult,129.69,2018.18,No
CUST0458,Female,64,43,Two Year,Credit Card,Senior,62.24,2844.82,No
CUST0459,Male,21,48,Month-to-Month,Credit Card,Young,109.35,5162.08,No
CUST0460,Male,29,70,Month-to-Month,Bank Transfer,Young,145.01,9764.3,No
CUST0461,Female,62,46,Month-to-Month,Bank Transfer,Senior,114.93,5749.72,Yes
CUST0462,Male,19,43,Month-to-Month,Credit Card,Young,83.68,3725.72,No
CUST0463,Female,44,21,Two Year,Credit Card,Adult,101.99,1978.59,No
CUST0464,Male,48,23,Month-to-Month,Credit Card,Adult,116.16,2441.34,Yes
CUST0465,Female,68,47,Two Year,UPI,Senior,99.6,4665.8,No
CUST0466,Male,68,15,One Year,Credit Card,Senior,22.17,313.93,No
CUST0467,Female,53,25,Month-to-Month,UPI,Senior,45.32,1077.25,No
CUST0468,Male,53,36,Month-to-Month,Credit Card,Senior,125.36,4853.86,Yes
CUST0469,Male,43,51,One Year,UPI,Adult,55.44,2595.34,No
CUST0470,Female,60,15,Month-to-Month,UPI,Senior,115.1,1800.87,Yes
CUST0471,Male,44,68,Two Year,Credit Card,Adult,68.38,4437.01,Yes
CUST0472,Female,22,21,Month-to-Month,UPI,Young,87.84,1940.68,Yes
CUST0473,Male,37,13,Month-to-Month,Electronic Check,Adult,28.84,391.6,No
CUST0474,Female,28,19,One Year,UPI,Young,43.56,746.1,No
CUST0475,Male,27,34,Two Year,Bank Transfer,Young,144.44,4919.93,Yes
CUST0476,Female,57,68,Month-to-Month,Electronic Check,Senior,135.72,8563.22,No
CUST0477,Male,55,52,Two Year,Bank Transfer,Senior,104.8,5848.76,No
CUST0478,Female,23,27,Month-to-Month,UPI,Young,79.75,2313.27,No
CUST0479,Male,25,29,One Year,Electronic Check,Young,107.85,3076.57,No
CUST0480,Female,40,28,One Year,Credit Card,Adult,100.42,2780.49,No
CUST0481,Female,64,35,Month-to-Month,Bank Transfer,Senior,93.91,3157.53,No
CUST0482,Female,43,8,Month-to-Month,UPI,Adult,27.69,231.12,No
CUST0483,Male,63,16,One Year,Credit Card,Senior,102.26,1589.91,No
CUST0484,Female,60,36,Month-to-Month,Electronic Check,Senior,119.96,4118.0,No
CUST0485,Male,29,30,One Year,Electronic Check,Young,149.23,4416.22,No
CUST0486,Female,43,18,Month-to-Month,Credit Card,Adult,21.44,354.39,No
CUST0487,Male,30,2,Two Year,Credit Card,Adult,114.92,241.18,Yes
CUST0488,Female,57,49,One Year,UPI,Senior,94.33,4171.6,No
CUST0489,Male,35,4,Two Year,Electronic Check,Adult,76.43,314.55,No
CUST0490,Male,42,7,Month-to-Month,Bank Transfer,Adult,36.58,239.82,Yes
CUST0491,Female,50,39,One Year,Electronic Check,Senior,73.18,2701.28,No
CUST0492,Male,64,13,One Year,Electronic Check,Senior,66.07,882.21,No
CUST0493,Male,57,31,Month-to-Month,Credit Card,Senior,59.37,2021.92,No
CUST0494,Female,60,71,Month-to-Month,Credit Card,Senior,115.01,8619.26,No
CUST0495,Male,29,63,Month-to-Month,Bank Transfer,Young,111.09,6614.92,No
CUST0496,Male,61,56,One Year,UPI,Senior,96.57,5057.51,No
CUST0497,Male,53,42,Month-to-Month,Bank Transfer,Senior,142.03,6402.19,No
CUST0498,Female,65,61,Month-to-Month,UPI,Senior,65.48,3949.69,No
CUST0499,Male,21,42,One Year,UPI,Young,51.69,2013.39,No
CUST0500,Female,22,56,Month-to-Month,Credit Card,Young,105.27,6322.18,No
CUST0501,Male,54,36,Month-to-Month,UPI,Senior,45.85,1754.95,No
CUST0502,Male,25,68,Two Year,Bank Transfer,Young,60.95,4545.72,No
CUST0503,Male,59,7,Two Year,Electronic Check,Senior,49.2,372.62,No
CUST0504,Female,66,54,Month-to-Month,Bank Transfer,Senior,28.99,1675.6,Yes
CUST0505,Male,45,1,Month-to-Month,Electronic Check,Adult,127.57,116.15,Yes
CUST0506,Male,48,44,One Year,Credit Card,Adult,53.09,2151.15,No
CUST0507,Female,26,45,Month-to-Month,Bank Transfer,Young,81.49,3717.64,No
CUST0508,Male,68,47,Month-to-Month,Electronic Check,Senior,25.63,1212.19,Yes
CUST0509,Female,46,13,Month-to-Month,Electronic Check,Adult,110.91,1429.71,Yes
CUST0510,Female,31,22,Month-to-Month,UPI,Adult,62.97,1356.74,Yes
CUST0511,Male,57,21,One Year,Bank Transfer,Senior,116.82,2419.47,No
CUST0512,Female,58,9,Month-to-Month,Electronic Check,Senior,73.61,671.67,Yes
CUST0513,Male,39,26,One Year,Bank Transfer,Adult,45.45,1064.02,No
CUST0514,Female,28,9,Two Year,Credit Card,Young,86.71,743.04,No
CUST0515,Female,40,15,Month-to-Month,Credit Card,Adult,36.97,556.58,No
CUST0516,Male,18,10,One Year,UPI,Young,77.27,807.04,No
CUST0517,Female,63,42,Two Year,Bank Transfer,Senior,61.25,2404.85,No
CUST0518,Female,54,72,Month-to-Month,Credit Card,Senior,138.55,10069.13,No
CUST0519,Female,38,24,Month-to-Month,UPI,Adult,27.92,698.82,No
CUST0520,Female,43,49,One Year,UPI,Adult,110.22,5340.97,No
CUST0521,Female,63,26,One Year,Electronic Check,Senior,43.76,1030.15,No
CUST0522,Male,53,37,Two Year,Electronic Check,Senior,61.48,2251.68,No
CUST0523,Female,40,68,Month-to-Month,Electronic Check,Adult,74.02,4828.45,Yes
CUST0524,Male,18,50,Two Year,Bank Transfer,Young,138.04,7495.09,No
CUST0525,Female,68,24,Month-to-Month,Bank Transfer,Senior,51.54,1144.09,No
CUST0526,Male,57,19,Month-to-Month,Bank Transfer,Senior,31.87,624.0,No
CUST0527,Male,32,60,One Year,UPI,Adult,61.43,3356.08,No
CUST0528,Female,38,39,Month-to-Month,Bank Transfer,Adult,33.61,1296.68,No
CUST0529,Female,64,18,Month-to-Month,Electronic Check,Senior,36.72,668.1,No
CUST0530,Female,26,19,Month-to-Month,Electronic Check,Young,94.6,1724.77,Yes
CUST0531,Male,70,36,Month-to-Month,Credit Card,Senior,27.92,996.09,No
CUST0532,Female,26,55,Month-to-Month,Credit Card,Young,24.02,1232.2,Yes
CUST0533,Male,27,69,Two Year,Bank Transfer,Young,112.87,7482.93,Yes
CUST0534,Male,69,47,Month-to-Month,UPI,Senior,67.01,3225.75,No
CUST0535,Male,70,49,One Year,Electronic Check,Senior,36.3,1708.19,No
CUST0536,Female,43,33,One Year,Credit Card,Adult,52.97,1887.76,No
CUST0537,Female,58,21,Two Year,Bank Transfer,Senior,103.47,2228.67,No
CUST0538,Male,52,22,Month-to-Month,Credit Card,Senior,55.82,1212.97,No
CUST0539,Male,69,48,Two Year,Electronic Check,Senior,84.29,3672.69,No
CUST0540,Female,42,37,Month-to-Month,Credit Card,Adult,35.82,1325.22,No
CUST0541,Male,43,15,One Year,Electronic Check,Adult,96.45,1523.36,No
CUST0542,Female,28,35,One Year,UPI,Young,61.09,2037.9,No
CUST0543,Male,55,71,Two Year,Electronic Check,Senior,101.51,7649.41,No
CUST0544,Female,19,32,Month-to-Month,Credit Card,Young,125.09,3804.18,No
CUST0545,Male,24,11,One Year,Credit Card,Young,99.51,1165.49,No
CUST0546,Female,35,10,Month-to-Month,UPI,Adult,58.45,536.02,No
CUST0547,Male,44,57,One Year,Electronic Check,Adult,53.25,3257.54,Yes
CUST0548,Female,51,25,Two Year,Electronic Check,Senior,62.56,1563.75,No
CUST0549,Female,44,2,Month-to-Month,Electronic Check,Adult,41.4,79.43,No
CUST0550,Male,34,64,Two Year,Electronic Check,Adult,43.55,2656.26,No
CUST0551,Male,60,35,Month-to-Month,Electronic Check,Senior,122.79,4239.21,Yes
CUST0552,Female,61,7,Month-to-Month,Bank Transfer,Senior,70.02,539.06,Yes
CUST0553,Male,68,18,Month-to-Month,Electronic Check,Senior,76.68,1303.04,Yes
CUST0554,Female,41,67,Month-to-Month,Electronic Check,Adult,97.23,5997.45,No
CUST0555,Male,42,42,One Year,UPI,Adult,96.65,4128.34,No
CUST0556,Female,24,39,Month-to-Month,Credit Card,Young,28.76,1119.07,No
CUST0557,Female,69,41,Month-to-Month,Credit Card,Senior,128.1,5277.52,Yes
CUST0558,Female,23,24,Two Year,Electronic Check,Young,43.05,1067.7,No
CUST0559,Female,70,60,Two Year,UPI,Senior,114.0,6521.45,No
CUST0560,Female,41,46,Two Year,Electronic Check,Adult,120.45,5995.77,No
CUST0561,Female,50,19,Two Year,UPI,Senior,112.94,2118.25,No
CUST0562,Male,66,68,One Year,Bank Transfer,Senior,95.27,5997.78,No
CUST0563,Male,46,42,Month-to-Month,Electronic Check,Adult,21.9,964.37,No
CUST0564,Male,60,32,Month-to-Month,UPI,Senior,66.85,2200.43,No
CUST0565,Female,39,39,One Year,Electronic Check,Adult,98.63,3704.82,No
CUST0566,Female,43,36,Month-to-Month,Electronic Check,Adult,70.37,2594.89,No
CUST0567,Female,45,36,One Year,UPI,Adult,132.25,4494.25,No
CUST0568,Female,67,3,Month-to-Month,Bank Transfer,Senior,60.14,178.43,No
CUST0569,Male,38,8,Month-to-Month,Bank Transfer,Adult,58.16,502.45,No
CUST0570,Male,66,70,Month-to-Month,Electronic Check,Senior,54.58,3540.58,Yes
CUST0571,Female,24,41,One Year,Credit Card,Young,63.26,2534.89,No
CUST0572,Male,34,68,One Year,Bank Transfer,Adult,92.46,6691.1,No
CUST0573,Male,37,13,One Year,Electronic Check,Adult,111.91,1591.44,No
CUST0574,Female,58,49,Month-to-Month,Electronic Check,Senior,106.13,5152.45,Yes
CUST0575,Male,66,60,Month-to-Month,Electronic Check,Senior,125.0,7510.5,Yes
CUST0576,Female,37,2,Two Year,Electronic Check,Adult,135.17,274.24,No
CUST0577,Male,39,60,One Year,UPI,Adult,126.09,8219.58,Yes
CUST0578,Female,45,5,Month-to-Month,Credit Card,Adult,22.46,120.35,Yes
CUST0579,Female,57,44,Two Year,UPI,Senior,115.67,4754.19,No
CUST0580,Female,66,27,Month-to-Month,Credit Card,Senior,47.09,1255.35,No
CUST0581,Female,24,32,Month-to-Month,Bank Transfer,Young,,1184.37,No
CUST0582,Male,18,21,Month-to-Month,Electronic Check,Young,103.0,2288.06,No
CUST0583,Female,49,8,One Year,Credit Card,Adult,61.57,502.7,No
CUST0584,Female,30,72,One Year,Electronic Check,Adult,27.43,2035.88,No
CUST0585,Female,47,50,Month-to-Month,Electronic Check,Adult,37.89,2083.27,No
CUST0586,Male,40,67,Two Year,Credit Card,Adult,20.12,1233.45,No
CUST0587,Female,68,44,Month-to-Month,UPI,Senior,137.42,5711.52,No
CUST0588,Male,36,58,Month-to-Month,Bank Transfer,Adult,23.2,1320.81,No
CUST0589,Female,49,3,Month-to-Month,Electronic Check,Adult,47.23,137.38,No
CUST0590,Male,47,70,Month-to-Month,Electronic Check,Adult,74.11,4691.39,No
CUST0591,Male,46,2,Month-to-Month,Electronic Check,Adult,66.35,121.87,Yes
CUST0592,Female,66,44,One Year,Credit Card,Senior,138.52,6315.46,Yes
CUST0593,Male,62,2,Two Year,Bank Transfer,Senior,25.24,54.31,No
CUST0594,Female,46,35,Month-to-Month,UPI,Adult,86.59,3039.27,No
CUST0595,Female,47,30,Month-to-Month,Electronic Check,Adult,108.46,3279.3,No
CUST0596,Female,33,8,Month-to-Month,Credit Card,Adult,141.12,1073.66,Yes
CUST0597,Male,57,22,Month-to-Month,Credit Card,Senior,100.65,2332.93,No
CUST0598,Male,36,44,Month-to-Month,Bank Transfer,Adult,124.49,5753.4,No
CUST0599,Female,35,58,One Year,Credit Card,Adult,30.88,1822.69,No
CUST0600,Female,18,36,Month-to-Month,Bank Transfer,Young,70.17,2380.95,No
CUST0601,Male,31,69,One Year,Bank Transfer,Adult,68.61,4352.54,No
CUST0602,Female,68,31,Two Year,Electronic Check,Senior,135.22,3826.49,No
CUST0603,Female,64,47,Month-to-Month,Bank Transfer,Senior,39.68,1899.53,No
CUST0604,Female,67,55,Two Year,Electronic Check,Senior,39.75,2328.37,No
CUST0605,Male,19,62,One Year,Bank Transfer,Young,62.71,4166.66,No
CUST0606,Male,45,30,One Year,Credit Card,Adult,27.08,806.49,No
CUST0607,Male,66,55,Month-to-Month,Credit Card,Senior,43.72,2541.31,No
CUST0608,Female,67,16,Month-to-Month,UPI,Senior,145.48,2535.72,Yes
CUST0609,Female,47,12,Month-to-Month,UPI,Adult,75.66,867.09,Yes
CUST0610,Female,55,17,Month-to-Month,UPI,Senior,102.16,1701.28,Yes
CUST0611,Male,68,16,Month-to-Month,Credit Card,Senior,114.39,1988.18,No
CUST0612,Female,21,12,One Year,Bank Transfer,Young,67.7,786.12,No
CUST0613,Female,18,8,Month-to-Month,Credit Card,Young,39.14,339.04,No
CUST0614,Female,25,3,Two Year,UPI,Young,46.86,154.11,No
CUST0615,Female,46,16,One Year,Credit Card,Adult,60.72,1002.96,No
CUST0616,Male,56,30,Month-to-Month,UPI,Senior,102.69,3275.95,Yes
CUST0617,Male,20,23,Month-to-Month,UPI,Young,71.78,1733.34,No
CUST0618,Female,49,5,Two Year,Bank Transfer,Adult,20.89,108.62,No
CUST0619,Male,27,65,Two Year,Electronic Check,Young,88.04,5501.63,No
CUST0620,Male,27,30,One Year,Electronic Check,Young,139.8,3822.49,No
CUST0621,Female,36,21,Month-to-Month,UPI,Adult,125.57,2554.2,No
CUST0622,Female,63,70,Month-to-Month,Electronic Check,Senior,127.28,9207.07,Yes
CUST0623,Male,51,22,Month-to-Month,UPI,Senior,123.36,2498.18,No
CUST0624,Female,50,72,Month-to-Month,Credit Card,Senior,62.09,4034.09,No
CUST0625,Male,40,32,One Year,Credit Card,Adult,119.48,3547.84,No
CUST0626,Female,45,33,One Year,UPI,Adult,38.61,1329.11,No
CUST0627,Male,49,16,One Year,Bank Transfer,Adult,105.5,1847.62,No
CUST0628,Female,67,38,Two Year,Credit Card,Senior,103.4,4308.81,No
CUST0629,Male,24,14,One Year,Credit Card,Young,23.32,326.09,No
CUST0630,Male,46,36,Month-to-Month,Credit Card,Adult,122.44,4733.45,Yes
CUST0631,Male,25,23,Month-to-Month,Bank Transfer,Young,137.42,3310.37,No
CUST0632,Female,18,66,Two Year,Electronic Check,Young,54.76,3614.91,Yes
CUST0633,Male,20,2,Month-to-Month,UPI,Young,125.61,254.88,No
CUST0634,Male,41,65,Two Year,UPI,Adult,30.71,1851.32,No
CUST0635,Female,40,67,Two Year,Electronic Check,Adult,98.0,7140.74,No
CUST0636,Female,25,52,Month-to-Month,Bank Transfer,Young,83.13,4194.75,No
CUST0637,Male,64,62,One Year,Credit Card,Senior,90.97,5579.39,No
CUST0638,Male,54,23,Two Year,Electronic Check,Senior,140.41,3340.3,Yes
CUST0639,Female,20,26,One Year,UPI,Young,133.27,3349.91,No
CUST0640,Female,68,68,Two Year,Electronic Check,Senior,122.06,7892.15,No
CUST0641,Female,50,55,Two Year,Electronic Check,Senior,55.58,3137.02,No
CUST0642,Female,45,6,Month-to-Month,Credit Card,Adult,138.54,752.27,No
CUST0643,Female,64,35,Month-to-Month,Credit Card,Senior,32.68,1194.29,No
CUST0644,Male,25,22,Two Year,Credit Card,Young,130.93,2888.54,No
CUST0645,Female,51,43,One Year,Bank Transfer,Senior,62.66,2751.37,No
CUST0646,Male,52,15,Month-to-Month,Bank Transfer,Senior,26.99,415.53,Yes
CUST0647,Male,49,60,Month-to-Month,Bank Transfer,Adult,107.02,6455.94,No
CUST0648,Male,41,12,One Year,Electronic Check,Adult,50.07,610.76,No
CUST0649,Female,31,49,Two Year,Credit Card,Adult,51.66,2624.39,No
CUST0650,Male,49,42,Two Year,Electronic Check,Adult,59.79,2638.31,No
CUST0651,Male,63,38,One Year,Electronic Check,Senior,28.28,1123.53,No
CUST0652,Female,60,45,Month-to-Month,Credit Card,Senior,43.03,2079.49,No
CUST0653,Male,33,35,Month-to-Month,Electronic Check,Adult,20.67,678.52,No
CUST0654,Male,21,30,Two Year,Electronic Check,Young,77.9,2290.8,Yes
CUST0655,Female,69,30,Month-to-Month,Electronic Check,Senior,30.95,1011.66,No
CUST0656,Male,54,6,Month-to-Month,UPI,Senior,108.74,638.95,No
CUST0657,Male,38,67,Month-to-Month,UPI,Adult,50.63,3137.71,No
CUST0658,Male,31,7,One Year,Bank Transfer,Adult,142.66,1003.7,No
CUST0659,Female,48,52,Two Year,UPI,Adult,133.26,6388.31,No
CUST0660,Female,65,14,Month-to-Month,Bank Transfer,Senior,57.63,758.87,Yes
CUST0661,Female,35,15,Month-to-Month,Credit Card,Adult,121.82,2009.42,No
CUST0662,Male,24,21,One Year,Electronic Check,Young,124.42,2634.43,No
CUST0663,Male,27,35,Two Year,Bank Transfer,Young,148.25,4964.66,Yes
CUST0664,Female,24,66,Month-to-Month,Bank Transfer,Young,97.72,7087.73,No
CUST0665,Male,50,2,Month-to-Month,Bank Transfer,Senior,30.66,67.04,Yes
CUST0666,Male,40,35,Month-to-Month,Bank Transfer,Adult,104.09,3599.97,No
CUST0667,Female,38,20,Two Year,Credit Card,Adult,101.25,1927.96,No
CUST0668,Female,36,10,Month-to-Month,Bank Transfer,Adult,102.99,1099.6,No
CUST0669,Male,65,25,Month-to-Month,UPI,Senior,59.93,1562.86,No
CUST0670,Male,36,66,One Year,Credit Card,Adult,131.76,9021.29,No
CUST0671,Male,53,25,One Year,Bank Transfer,Senior,144.73,3902.73,No
CUST0672,Female,46,54,Month-to-Month,Credit Card,Adult,48.3,2707.01,No
CUST0673,Female,35,33,Two Year,Bank Transfer,Adult,31.46,993.29,No
CUST0674,Female,19,36,Month-to-Month,Bank Transfer,Young,45.29,1693.66,No
CUST0675,Female,18,14,One Year,Electronic Check,Young,126.67,1704.51,No
CUST0676,Male,64,65,Month-to-Month,Bank Transfer,Senior,107.96,7381.24,Yes
CUST0677,Female,22,54,One Year,Electronic Check,Young,102.69,5678.07,Yes
CUST0678,Female,37,52,Month-to-Month,Bank Transfer,Adult,72.23,3438.51,No
CUST0679,Female,28,3,Two Year,Credit Card,Young,95.12,286.09,No
CUST0680,Female,59,41,One Year,Bank Transfer,Senior,60.02,2383.7,No
